b'Home Health/Hospice On-Call RN (7 On/7 Off)- job post',b'From $60000 a year - Full-time',"b""Rocky Mountain Care is seeking an energetic organized and caring RN to join our team! This is a salaried position with a 7 on / 7 off schedule.We are a leading provider of home health long-term hospice and rehabilitation care. We have been proudly serving our community for the past 20 years.MISSION STATEMENT: As a member of your community our mission is to deliver compassionate health care services to all those entrusted in our care. Through leadership and trust we function as a cohesive team dedicated to cost effective high-quality outcomes for our residents. We foster an environment of innovation and continual improvement by encouraging creativity and openness. We pledge to value one another through loyalty respect and dignity. Integrity fairness and kindness are an integral part in all of our business decisions.This position requires the ability to triage patient calls and make on-call home visits as needed. Candidates must have current nursing license as well as a positive attitude! We are looking for individuals who will put our patient's care as a top priority!Required Skills:A current unencumbered active license to practice as a Registered Nurse in Utah.Demonstrate clinical assessment skills at the level necessary to meet the job requirements.Ability to make independent decisions when circumstances warrant such action.Knowledge of nursing and medical practices and procedures as well as laws regulations and guidelines that pertain to long-term care.Effective interpersonal skills and the ability to work with an interdisciplinary care team.Basic understanding of computer technology including email use.Proven written and oral communication skills.Proven decision making and analytical skills.Able to relate positively favorably and cooperatively with others including employees residents family members and personnel of outside agencies and organizations.Positive attitude and desire to work with the aging population.Recent clinical experience education or specialty skills specific to geriatrics is required.At least one year of experience in home health nursing is preferred.Job Type: Full-timePay: From $60000.00 per yearBenefits:401(k)Dental insuranceHealth insuranceLife insurancePaid time offVision insuranceSupplemental schedule:On callWeekly schedule:Weekend availabilityCOVID-19 considerations:*This position complies with CDC Mandate for COVID 19 vaccinations.Ability to commute/relocate:Orem UT: Reliably commute or planning to relocate before starting work (Required)Application Question(s):Are you willing to undergo a Background Check in accordance with federal regulationsExperience:Nursing: 1 year (Preferred)License/Certification:BLS Certification (Preferred)RN (Preferred)Work Location: One location"""
empty,b'$16 - $18 an hour - Full-time',"b""Are you ready to work for a company with unlimited growth potential competitive pay managers that want you to succeed and an environment where what you do matters?Here at Fluent Solar we are a nationwide residential solar provider with over 10 years of home security expertise on an international level. In today's competitive solar market we are committed to producing the highest quality with unmatched customer service. Our vision is simple provide the very best for our customers while maintaining an incredible culture and experience for our employees!We are looking to bring on a bright and driven individual who is ready to grow within a company as a part of our Service team to help manage our customer accounts and work with our utility companies. We are a company designed to provide the very best service and experience for our customers throughout the entire solar installation process.If you are a detail-oriented and driven person ready to be a part of a great team this is the job for you!SCHEDULE: MONDAY-FRIDAY 9 AM-5 PMQualificationsSelf-starter who can independently complete tasks on scheduleDependable detail-oriented and organizedExcellent written and verbal communication skillsExperience in Microsoft Office Suite is preferred but not requiredDay in the lifeWork to build and maintain relationships with third-party contractorsCoordinate with third-party contractors to complete any non-standard solar work (reroofs tree trims repair work electrical upgrades etc.)Become a subject matter expert in the regions you are assigned toEnsure timely completion of our clients' third party and electrical projectsEvaluate contractor workmanship quality and ensure timely paymentCommunicate effectively between sales representatives and customersContribute to company culture in a positive wayBenefitsHealthcareDental & VisionCompetitive payFun and uplifting work environment and culture!Paid time offJob Type: Full-timeSalary: $16.00 - $18.00 per hourBenefits:Dental insuranceHealth insurancePaid time offVision insuranceSchedule:8 hour shiftMonday to FridayEducation:High school or equivalent (Preferred)Experience:Customer service: 1 year (Preferred)Solar: 1 year (Preferred)Work Location: One locationJob Type: Full-timePay: $16.00 - $18.00 per hourBenefits:Dental insuranceHealth insurancePaid time offVision insuranceSchedule:8 hour shiftMonday to FridayAbility to commute/relocate:Lindon UT 84042: Reliably commute or planning to relocate before starting work (Required)Experience:Customer service: 1 year (Preferred)Work Location: One location"""
b'Caregiver (Direct Support Professional)- job post',b'$16 - $20 an hour - Full-time',"b""Would you like to achieve success and fulfillment while helping intellectually disabled individuals reach their highest level of independence? Join our team of dedicated Caregivers (Direct Support Professionals) at the Utah State Developmental Center providing compassionate care to the individuals that reside at our facility. We guarantee full time employment at 40 hours per week. Plus shift differential for qualifying shifts.Earn $18.21 an hour by declining benefitsWant to make even more money you have the option to make $18.21 an hour if you decline benefits. You will only receive medical insurance as required under the Affordable Care Act.Designated times/ Shifts Differential/ Pay Differential6:00am - 2:30pm/ AM Holidays/ $.60 more an hour.1:30pm - 10:00pm/ PM Mon-Friday/ $1.20 more an hour.1:30pm - 10:00pm/ PM Weekends & Holidays/ $1.80 more an hour.9:45pm -6:15am/ MID Mon-Friday/ $.60 more an hour.9:45pm -6:15am/ MID Weekends & Holiday/ $1.20 more an hour.Earn up to $250 for taking on additional shifts after working your regular scheduled 40 hours a week!Principal DutiesAs a Caregiver (Direct Support Professional) you will have a working knowledge of the following duties:Implementing and evaluating active treatment programs for the individuals.Preparing and serving meals while following dietary guidelines.Performing direct care services to include bathing showering dressing toileting or changing incontinent briefs (diapering) and oral hygiene.Participating in and monitoring the pushing of wheelchairs across campus getting the individuals to their prescribed activities and jobs.Supervising and participating in activities with the individuals.Understanding the developmental needs of others.Coaching mentoring or otherwise helping others to improve their knowledge skills and abilities.Observing reporting and documenting the behavior of the individuals.The Ideal CandidateAn ideal candidate for this position will be able to:Follow prescribed schedules and treatment plansShow compassion reliability and provide excellent careDisplay excellent communication skills and positive attitudeProperly manage aggressive self-abusive and non-compliant individuals and be able to implement and follow prescribed behavioral programsHave the ability to lift up to 50 pounds use mechanical lifts where required and transfer individuals correctly; etc.Why You Should Join Our TeamThe selected candidate will be part of a team promoting independent life skills for the intellectually disabled individuals in our care. In return you will be given opportunities for advancement and an excellent benefit package. A positive work-life balance is promoted through paid time off allowing you to spend more time with your family. CNA hours can be certified by the USDC Director of Nursing to maintain your certification if assigned working with medically fragile individuals.The AgencyThe Caregiver ( Direct Support Professional) will help support the mission of the Utah State Developmental Center which is to serve as a statewide resource center for people with disabilities while promoting opportunity through choice and outcome based support. For more information about our agency go this this link: https://usdc.utah.gov/We have several options of employment to apply for:$16.00 an hour with full benefit package and paid time off.In order to be considered for this position you will be required to apply the website below by going to:https://www.governmentjobs.com/careers/utah/jobs/3358004/caregiver-direct-support-professionalWe also offer other employment opportunities:$18.21 an hour with medical insurance onlyIf you are interested in these various options of employment please apply on the following website:https://www.governmentjobs.com/careers/utah/jobs/3358016/caregiver-direct-support-professional-medical-benefits-onlyBackground Check Requirement:If you are offered employment with the Utah State Developmental Center you will be required to pass a criminal background check in order to have direct patient access. You cannot work at the Utah State Developmental Center if you fail the background check. The process includes taking your fingerprints and local and federal records will be scanned. Here are the criminal convictions under Utah State Code R432-35-8 in which you may be excluded from employment:(i) any felony or class A conviction under Utah Code.(ii) any felony class A or B conviction under Utah Criminal Code 76-6-106(2)(b)(i)(A) Criminal Mischief - Human Life;(iii) any felony or class A B or C conviction under the following Utah Codes:(A) 76-4 Enticement of a Minor;(B) 76-5 Offenses Against the Person;(C) 76-9-301.8 Bestiality;(D) 76-9-702 to 702.5 Lewdness - Sexual Battery - Public urination - Lewdness Involving Child - Voyeurism offenses;(E) 76-10-1201 to 1229.5 Pornographic and Harmful Materials and Performances;(F) 76-10-1301 to 1314 Prostitution; and(G) 62A-3-305 failure to report suspected abuse neglect or exploitation of a vulnerable adult.'COVID Vaccination Requirement:USDC is covered under the Federal CMS COVID-19 vaccine mandate. To work here you must be fully vaccinated for COVID-19 as a condition of employment receiving a single-dose vaccine or first dose of a two dose series before you start or by February 14 2022 and receive your second dose by March 15 2022.Work RemotelyNoJob Type: Full-timePay: $16.00 - $20.00 per hourBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programEmployee discountFlexible scheduleFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offParental leaveProfessional development assistanceRetirement planTuition reimbursementVision insuranceSchedule:8 hour shiftDay shiftHolidaysNight shiftOn callOvertimeWeekend availabilityCOVID-19 considerations:USDC is covered under the federal COVID-19 vaccine mandate. You must be willing to be fully vaccinated for COVID-19 as a condition of employment.Work Location: One location"""
b'Medical Office Receptionist- job post',b'$14 - $19 an hour - Full-time',b'Medical Office Receptionist. Peak Ear Nose & Throat is seeking a full-time receptionist who provides excellent customer service takes initiative and multitasks extremely well.Responsibilities include answering phone calls scheduling appointments greeting patients entering patient and insurance info and various administrative tasks.The work schedule is generally Monday-Friday 8 am-5 pm. Hourly pay range is $14-$19 depending on experience.Benefits include health insurance paid vacation paid holidays and 401k. This position will be based in our Provo office (located next to Utah Valley Hospital).Job Type: Full-timePay: $14.00 - $19.00 per hourBenefits:401(k)401(k) matchingDental insuranceEmployee discountHealth insuranceHealth savings accountLife insurancePaid time offSchedule:8 hour shiftDay shiftMonday to FridayNo weekendsWork Location: One location'
b'Dental Receptionist- job post',b'$16 - $19 an hour - Full-time',b'Blake Dental is looking for someone to join our front office team! You will be greeting patients answering phones scheduling confirming insurance and collecting insurance information. Must be self motivated and great with patients!Dental experience preferredHours: Tues & Thurs 9-6 Wed 8-5 Fri 8-1Job Type: Full-timePay: $16.00 - $19.00 per hourBenefits:Dental insuranceEmployee discountPaid sick timePaid time offHealthcare setting:Dental officePrivate practiceSchedule:No weekendsAbility to commute/relocate:Pleasant Grove UT 84062: Reliably commute or planning to relocate before starting work (Required)Work Location: One location'
b'Inventory Specialist- job post',b'$17.50 - $22.75 an hour - Full-time',"b""Job Description:This position is responsible for the inventory management activity for assigned departments or clinical program. It includes distribution and inventorying of supply areas to ensure the correct medical products and linen and equipment (a.k.a. 'supplies') are stocked and ready for clinical use.Posting SpecificsEntry Rate: $17.50 + depending on experienceBenefits Eligible: Yes check them out hereShift Details: Full Time- 40 hours/week Monday- Friday- 7:00a-3:30pDepartment: Materials Management- Utah Valley HospitalScopeAccountable for the day to day management of assigned department or clinical program inventory.Job Essentials1. Performs inventory control on stock and non-stock items (e.g. sets par levels identifies and adjusts to trends) for assigned units. Keeps supplies binned and organized. Acts as liaison between Supply Chain and assigned department facility or clinical program.2. Orders and delivers supplies for assigned department facility or clinical program using appropriate technology systems and suppliers.3. Processes all applicable documents (e.g. freight bill bill of lading packing slips other documents relevant to receiving or shipping) according to Intermountain policy and procedure to ensure prompt and correct computer input and filing.4. Communicates information concerning supply levels new products standardization and implementation to the relevant department staff. Troubleshoots issues for problem resolution.5. Restocks supplies in identified storage locations. Considers shelf life (product rotation) and the configuration and maintenance of par cart areas. Storage of supplies must meet regulatory requirements. Ensures all temperature sensitive products are stored appropriately and delivered according to manufacturer and facility policy. Accesses inventory areas to maintain and complete daily replenishment and inventory duties. Complies with the established storage and control requirements in the facility for USP labeled products.6. Monitors quantity on hand issues reconciling and solves any discrepancies.7. Utilizes the SCIS system ensuring distribution inventory receiving departmental files and reports are managed in accordance with Auditing Accounting and other regulatory agencies.8. Ensures compliance to policy and standard operating procedures.9. Researches and resolves SCIS related problems for assigned inventories and coordinates with appropriate stakeholders or clinical program and SCO Business Applications Team.10. Reviews daily weekly and monthly reports for assigned locations.11. Assists with and oversees inventory management processes (e.g. cycle counting PDA Relief inventory process) for assigned areas.12. Supports Intermountain Healthcare's Supplier Standards.13. Understands and applies appropriate Supply Chain standard operating procedures.14. Clean track and test patient mobile medical equipmentMinimum QualificationsSome roles may require certification.Strong verbal written and interpersonal communication skills.- and -Demonstrated ability to understand and speak English clearly follow verbal and written instructions and understand customer communications.- and -Experience using basic word processing spreadsheets internet e-mail and scheduling applications.- and -Experience in a role requiring strong attention to detail accuracy and dependability.- and -Demonstrated ability to visually inspect boxes packing slips computed reports and like objects.- and -Demonstrated ability to use a pallet jack and other materials handling equipment (e.g. hand truck carts).- and -Demonstrated ability to use a pallet jack and other materials handling equipment e.g. hand truck carts etc.- and -Some roles may require a current food handler's permit.Preferred QualificationsExperience in a role working with healthcare supplies.- and -One year of healthcare related distribution experience.Physical Requirements:Speaking hearing / listening seeing manual dexterity climbing lifting walking standing pulling/pushing carrying.Location:Utah Valley HospitalWork City:ProvoWork State:UtahScheduled Weekly Hours:40The hourly range for this position is listed below. Actual hourly rate dependent upon experience.$17.50 - $22.75We care about your well-being  mind body and spirit  which is why we provide our caregivers a generous benefits package that covers a wide range of programs to foster a sustainable culture of wellness that encompasses living healthy happy secure connected and engaged. Learn more about our comprehensive benefits package and our commitment to diversity equity and inclusion ."""
b'Teller/Banker (Orem)- job post',b'$20 an hour',"b'As a Teller/Banker you will often deliver the very first impression of the credit union to our members (credit union lingo for customers). You will become an expert and champion of Security Service products and services to help our members reach their financial goals. You will build and nurture long-lasting relationships by promoting our checking and savings accounts loans credit cards and insurance services to name a few. You will only offer products and services that meet our member\'s needs and contribute to their financial success. You will be a team player and support the credit union in becoming America\'s Best by meeting sales goals proactively identifying cross-sell opportunities and educating members on digital services available to them. You will provide ""universal"" service and will be cross-trained in both teller and banker functions to better serve our members. This means additional learning and growth opportunities for you!Starting Pay-$20.00 per hour.Requirements:At Security Service we champion career growth and development. As such our member service roles have a defined career path to support this. Based on experience candidates may be hired in a Member Consultant I or Member Consultant II capacity. Most of our branch managers and assistant branch managers started in a Teller/Banker role!Member Consultant I: High school diploma or equivalent. Minimum of two (2) years of retail banking cash handling customer service and sales or comparable experience.A customer-centric attitude focused on delivering great experiences to our members while maintaining strict confidentiality. Excellent interpersonal and communication skills with a goal-driven mindset. Proficiency in computer software including Excel Word and Outlook. Strong attention to detail strong organizational skills and the ability to focus in a fast-paced environment. Able to maintain a flexible work schedule during normal business hours-never work another Sunday! May be required to travel to and from other branch locations for work and/or training.'"
b'Infant/Toddler Teacher- job post',b'$13.50 - $13.55 an hour - Full-time',"b""We are looking for a Child Care Teacher to encourage the healthy intellectual and psychological growth of the children in our facilities. You will teach and supervise them while also motivating them to use their mental capacities and exercise their imagination.ResponsibilitiesDesign and follow a full schedule of activities and discover suitable teaching materialBalance your teaching between logical and social exercisesProvide basic care and caregiving activitiesUse a wide range of teaching methods (stories media indoor or outdoor games drawing etc) to enhance the childs abilitiesEvaluate childrens performance to make sure they are on the right learning trackRemain in constant communication with parents and update them on the progress of their childrenObserve childrens interactions and promote the spirit of concordIdentify behavioral problems and determine the right course of actionCollaborate with other colleaguesAdhere with teaching standards and safety regulations as established by the official sourcesSkillsProven experience as a child care / daycare teacherExcellent knowledge of child development and up-to-date education methodsMethodical and creativePatience flexibility and love for childrenStrong communication and time management skillsCertificate in first aid and CPRDegree in early childhood education''Work RemotelyNoJob Type: Full-timePay: $13.50 - $13.55 per hourBenefits:401(k)Dental insuranceEmployee discountHealth insurancePaid time offReferral programVision insuranceSchedule:8 hour shiftDay shiftMonday to FridayNo weekendsEducation:High school or equivalent (Preferred)Experience:Early Childhood Education: 1 year (Preferred)Childcare: 1 year (Preferred)License/Certification:CPR Certification (Preferred)Child Development Associate Certification (Preferred)Work Location: One location"""
b'Crew Member- job post',b'$13 - $21 an hour - Full-time Part-time',b'Tropical Smoothie Caf is growing! Were looking for awesome folks to join our Orem team. Were hiring Crew Members (experienced and entry-level) for evening/closing shifts. Our evening/closing shifts will be varied depending on scheduling needs. Weekend availability is a requirement for these positions. We offer in-house training development and opportunities for advancement.We offer a fun fast-paced environment where you can really shine! If you or someone you know has great Tropitude enthusiasm and integrity come join our team!You can apply through Indeed or go to the link below to fill out an application.https://www.tropicalsmoothiecafe.com/work-with-us/apply/935/We look forward to hearing from you!Our Orem location is listed below.1167 S State St Orem 84097Fast food teenJob Types: Full-time Part-timePay: $13.00 - $21.00 per hourRestaurant type:Fast casual restaurantQuick service & fast food restaurantShift:Evening shiftWeekly day range:Weekend availabilityWork Location: One location'
b'Emergency 911 Dispatcher/ Public Safety Telecommunicator- job post',b'$19.84 - $30.16 an hour - Full-time',b'We are looking for a dedicated Emergency Dispatcher to coordinate the dispatch of emergency personnel resources and equipment to accidents fires and other types of incidents. You will be responsible for receiving emergency calls assessing the situation and dispatching emergency forces with the right equipment. As an Emergency Dispatcher you should be able to multi-task think quickly while maintaining a cool head. You should also be able to work well in a team and communicate effectively as you will coordinate emergency services with other emergency response agencies. The goal is to ensure that on-site emergency responders have all the information they need to do their job quickly and effectively.Responsibilities:Prepare prioritize and dispatch information to the appropriate personnel.Calm callers with clear authoritative and professional communication.Ensure callers give all the proper information needed for first responders.Use dispatching software to monitor the location and status of vehicles and first responders.Record all calls for quality assurance and assess if more help is needed..Provide assistance to specific departments in their dispatching activities (e.g. Fire Department) when requested.Handle incidents with tact professionalism and empathy.Provide administrative support.Job Type: Full-timePay: $19.84 - $30.16 per hourBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programEmployee discountFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offParental leaveRetirement planTuition reimbursementVision insuranceSchedule:10 hour shiftWork Location: One location'
empty,b'$19.25 an hour - Part-time',b'Preload - UPS Warehouse worker - Package Handler for our Preload shift from 3:30 am - 9:00 amWill unload packages from semi truck trailersAbility to lift up to 70lbsReliable transportationFast paced workWeekly payUp to $25000 in tuition assistanceApply at * https://www.jobs-ups.com/job/orem/warehouse-worker-package-handler/1187/27491801984/?SRC=Q1026Job Type: Part-timePay: $19.25 per hourBenefits:401(k)Dental insuranceHealth insuranceTuition reimbursementVision insuranceSchedule:Day shiftLanguage:English (Preferred)Work Location: One location'
b'Amazon Delivery Station Warehouse Associate- job post',b'Up to $18 an hour - Full-time Part-time',"b""Amazon Delivery Station Warehouse AssociateJob OverviewYoull be part of the dedicated Amazon team at the delivery station  the last stop before we deliver smiles to customers. Our fast-paced physical roles receive trucks full of orders then prepare them for delivery. Youll load conveyor belts and transport and stage deliveries to be picked up by drivers. You may even be part of the team that works with larger items such as large screen TVs furniture and appliances and be trained on how to use technology to handle these heavy bulk items.Duties & ResponsibilitiesSome of your duties may include:Receive and prepare inventory for deliveryUse technology like smartphones and handheld devices to sort scan and prepare ordersView prompts on screens and follow direction for some tasksBuild wrap sort and transport pallets and packagesReceive truck deliveriesYoull also need to be able to:Lift up to 49 poundsStand walk push pull squat bend and reach during shiftsUse carts dollies hand trucks and other gear to move items aroundGo up and down stairs (where applicable)Work at a height of up to 40 feet on a mezzanine (where applicable)What its like at an Amazon Delivery StationSafety. Your safety is important to us so we provide protective gear. All teams share safety tips daily.Surroundings. Youll be working around moving machines  order pickers stand-up forklifts turret trucks and mobile carts.Activity. Some activities may require standing in one place for long periods walking around or climbing stairs.Temperature. Even with climate controls temperatures can vary between 60F and 90F in some parts of the warehouse; on hot days temperatures can be over 90F in the truck yard or inside trailers.Noise level. It can get noisy at times. We provide hearing protection if you need it.Dress code. Relaxed with a few rules to follow for safety. Comfortable closed-toe shoes are required. Depending on the role or location Amazon provides a $110 Zappos gift code towards the purchase of shoes in order to have you prepared for your first day on the job.Why You'll Love this JobStay busy. You and your team are engaged the entire shift.Schedule options. Depending on where you work schedules may include full-time (40 hours) reduced-time (30-36 hours) or part-time (20 hours or less) all with the option of working additional hours if needed.Shift flexibility. Work when it works for you. Shifts may include overnight early morning day evening and weekend. You can even have four-day workweeks three-day weekends  and with Anytime Shifts you can work as little as four hours per week.Anytime Pay. You can instantly cash out up to 70% of your earnings immediately after your shift (for select employee groups within select businesses). Learn more about Anytime Pay.Career advancement. We have made a pledge to upskill our employees and offer a variety of free training and development programs and we also have tuition support options for select employee groups. See where your Amazon journey can take you.New skills. Depending on the role and location youll learn how to use the latest Amazon technology  including handheld devices and robotics.Team environment. Work on small or large teams that support each other.Why Youll Love AmazonMany of our jobs come with great benefits  including healthcare parental leave ways to save for the future and opportunities for career advancement  all in a safe and inclusive environment thats been ranked among the best workplaces in the world. Some offerings are dependent upon the role work schedule or location and can include the following:Competitive wage paid weekly with overtime for more than 40 hoursHealthcare (medical dental vision prescription drugs)Medical Advice LineNetwork of Support (health & well-being on and off the job)Adoption AssistanceMaternity and Parental Leave401(k) savings planPaid Time Off (PTO)Holiday pay opportunitiesEmployee discountsBasic life insuranceAD&D insuranceCompany-paid Short-Term and Long-Term DisabilityOn-the-job training and skills developmentEmployee Assistance ProgramLearn more about Amazon Benefits and Culturehttps://hiring.amazon.com/why-amazon/benefits#/https://hiring.amazon.com/why-amazon/culture#/Requirements:Candidates must be 18 years or older with the ability to understand and adhere to all job requirement and safety guidelines.How To Get StartedYou can begin by applying above. If you need help with your application or to learn more about our hiring process you can find support here: https://hiring.amazon.com/hiring-process#/.If you have a disability and need an accommodation during the application and hiring process including support for the New Hire Event or need to initiate a request prior to starting your Day 1 please visit https://hiring.amazon.com/people-with-disabilities#/ or contact the Applicant-Candidate Accommodation Team (ACAT). You can reach us by phone at 888-435-9287 Monday through Friday between 6 a.m. and 4 p.m. PT.Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation protected veteran status disability age or other legally protected status."""
b'Experienced Front Desk Associate (Dental Office)- job post',b'$15 - $23 an hour - Full-time',"b""Our private general dental practice is looking for an outstanding front desk associate to join our growing team.If you are looking to be a part of a team that values patient care hard work and enjoys a fun and happy work environment then look no further.We are looking for someone with an enthusiastic personality exceptional customer service great communication organization and is reliable.Dental experience preferred but we are willing to train the right candidate. Postion is full-time (Monday through Thursday) with some flexibility.Spanish speaking is a HUGE plus!Please send your resume and a cover letter telling us about yourself!! We can't wait to meet you!Job Type: Full-timePay: $15.00 - $23.00 per hourSchedule:Monday to FridayExperience:Front desk: 1 year (Preferred)Dental receptionist: 1 year (Preferred)Work Location: One location"""
empty,b'$120 - $140 a day - Temporary Contract',"b""Utah: Substitute Teacher - Earn up to $140/day!Impact inspire and empower the students in your community by becoming a substitute teacher with Scoot Education.Theres a HUGE demand for substitute teachers that are passionate about supporting student learning outcomes!A day without a teacher threatens a students learning. This is your time and your opportunity to lead and teach. We are actively hiring educators for General Education Special Education Early Childhood Education Bilingual Education and everything in-between!Why do subs love working with Scoot?:Earn up to $140 a day - more for long-term assignmentsWeekly direct deposits - get paid consistentlyBe a W-2 employeeGet access to our free online training that covers trauma-informed teaching classroom management and moreMake your own schedule - no minimums! So pursue your projects parenting etc without stress!Enjoy $0 onboarding costs! We reimburse you for expenses related to state background checksEarn $100 for each friend you refer to Scoot who works 10 shiftsWe support you by:Doing 1:1 check-ins and discussing school feedback with youListening to your needs and preferences before matching you with assignmentsBeing just a call away for any concerns or questionsPutting learning outcomes and authentic relationships ahead of financial outcomesProviding your very own designated Scoot consultant - Most of our consultants used to be teachers so they can share teaching advice.Substitute Teacher Requirements:Required:High School DiplomaPass a background checkProvide eligibility to work in the United StatesPreferred:Bachelor's DegreeBackground in and/or passion for educationReliable punctual and professionalBuilds relationships with students staff and school communityFlexible and shows initiative especially in high-stress situationsContinuously reflects & seeks feedback to become a better educatorAbout Scoot Education:Scoot Education is a fun and passionate educational staffing company in love with what we do. Each day we help teachers find their dream job and help schools build their dream team of educators. We are tech-driven but human-enabled and come with 15+ years of global expertise.We are dedicated to helping create exceptional experiences in education and care about developing meaningful relationships with our substitutes and school communities. We strive to make all decisions based on our mission and our BE GREAT values: Belief Equity Growth Relationships Empower Attitude and Team.Come experience the Scoot difference.We cant wait to hear from YOU! Apply Now!Job Types: Contract TemporaryPay: $120.00 - $140.00 per dayBenefits:Flexible scheduleReferral programSchedule:8 hour shiftMonday to FridayEducation:High school or equivalent (Required)Work Location: One location"""
b'Customer Intake Specialist- job post',b'$18 - $20 an hour',b'We Are Hiring!Come work for one of Americas Fastest-Growing Private Companies! As a leader in the solar industry Solgen Power is ranked #12 on the 2021 Inc. 5000!We are seeking Customer Intake Specialists to join our growing team! As an Intake Specialist you will serve as the initial point of contact to Solgen Power customers.Pay: $18-$20Benefits:Medical / Dental / VisionPTO401KAccess to the Canyon Park Tech Center Gym/Hub:Bike LockersGymThe Hub: a place to unwind relax play some games and just take a break!Duties/Responsibilities:First point of contact to new and returning customers to welcome them to the Solgen familyAnswer inbound customer phone callsMonitor customers and report any system issues to appropriate team membersCheck voicemails and call customers backBuild strong relationships with customers and team members communicating in a timely and professional mannerOther duties as assignedRequired Skills/Abilities:Proficiency in English and Spanish strongly preferredExcellent verbal and written communication skillsExcellent interpersonal and customer service skillsAbility to problem-solveProficient with Microsoft Office Suite or related softwareThe ability to build rapport with customersThe ability to multitask and operate in a fast-paced environmentEducation and Experience:High School Diploma or equivalent is requiredPhysical Requirements:Prolonged periods of sitting at a desk and working on a computer.Must be able to lift up to 15 pounds at times.Solgen Power is an equal opportunity employer. All applicants will be considered for employment without attention to race color religion sex sexual orientation gender identity national origin veteran or disability status.'
empty,b'$13 - $30 an hour - Full-time',b'Sport Clips on University Parkway Orem and Provo are currently has positions open for an assistant manager. Must be a licensed cosmetologist/barber in the state of Utah. These locations are owned by Jodi and Ross Asay. Team Asay has a fun team centered culture. The owners and managers work hard to make sure our stylists love coming to work everyday and are some of the best paid stylists around.Benefits:Above average base pay. Our stylists earn $25+ an hour our Orem location is one of the busiest in the states!Instant Clientele  start cutting immediately!No traveling between stores required!Vacation and holiday pay!Team culture  Team Asay has fun! We are always coming up with fun contests and rewards to recognize the success of our team!Paid training & Paid Education from day oneMedical insurance. Owners pay half of your premium!Retirement Plan w/ Company MatchClosed Sunday!Unlimited career opportunities and personal growthPT and FT Positions (Work 1-5 days a week - as few or as many as you want)Apply online at www.sportlipsjobs.com or text SportClips to 25000Work RemotelyNoJob Type: Full-timePay: $13.00 - $30.00 per hourBenefits:Employee discountFlexible scheduleHealth insurancePaid time offReferral programRetirement planSchedule:Weekend availabilitySupplemental pay types:Bonus payCommission payTipsExperience:Hair Styling: 1 year (Preferred)License/Certification:Cosmetology License (Required)Work Location: One location'
b'Ice Cream Server - Freeze Artist- Day Shift- job post',b'$10 - $14 an hour - Part-time',b'We are looking for new enthusiastic members to join our team of Ice Cream Artisans - Members that will joyfully welcome and serve our guests.Servers will be required to work in all aspects of the business. You will be involved in making custom ice cream store cleanliness and providing exceptional customer service. Ringing up customers for purchases and handling cash and credit is also a key task of the job.Come be a part of an exciting experience making custom ice cream - in an entertaining and unique way while cheerfully interacting with each customer.We are looking to fill team positions for all shifts open to close.Shift Manager positions and promotions available with adequate training and experience.Come join the experience of Sub Zero Nitrogen Ice Cream - Apply today!Job Type: Part-timePay: $10.00 - $14.00 per hourBenefits:Employee discountFlexible schedulePhysical setting:Fast casual restaurantQuick service & fast food restaurantSchedule:Day shiftHolidaysMonday to FridayWeekend availabilitySupplemental pay types:Tips'
